target_acc,gene,home_family_name,mr_top_class,pocket_retention,struct_conf,metabolite_relevance,metabolite_relevance_bin,mr_rank,override_pos,sensor_priority
P37173,TGFBR2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.56,0.7,0.392,medium,1344,True,0.392
O15111,CHUK,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.56,0.7,0.392,medium,1344,False,0.0
Q86Z02,HIPK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.56,0.7,0.392,medium,1344,False,0.0
Q9Y616,IRAK3,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.46,0.8377777777777778,0.3854,medium,1369,True,0.3854
A0PJE2,DHRS12,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.55,0.7,0.385,medium,1370,False,0.0
Q6DHV7,MAPDA,adenosine deaminase,substrate/ligand(other),0.55,0.7,0.385,medium,1370,False,0.0
Q96PY6,NEK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.55,0.7,0.385,medium,1370,False,0.0
P56937,HSD17B7,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.55,0.7,0.385,medium,1370,False,0.0
Q05823,RNASEL,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.55,0.7,0.385,medium,1370,True,0.385
Q9BPW9,DHRS9,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.55,0.7,0.385,medium,1370,False,0.0
P80365,HSD11B2,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.55,0.7,0.385,medium,1370,False,0.0
Q16549,PCSK7,subtilisin,substrate/ligand(other),0.55,0.7,0.385,medium,1370,True,0.385
Q13608,PEX6,vesicle-fusing ATPase,nucleotide(ATP/ADP/AMP),0.55,0.7,0.385,medium,1370,False,0.0
O95470,SGPL1,cysteine desulfurase,cofactor(PLP),0.55,0.7,0.385,medium,1370,False,0.0
Q92781,RDH5,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.55,0.7,0.385,medium,1370,False,0.0
Q9NZK7,PLA2G2E,phospholipase A2 (group IB),substrate/ligand(other),0.55,0.7,0.385,medium,1370,False,0.0
Q7L3T8,PARS2,threonine---tRNA ligase,nucleotide(ATP/ADP/AMP),0.55,0.7,0.385,medium,1370,True,0.385
P0C1S8,WEE2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.55,0.7,0.385,medium,1370,False,0.0
Q9Y6R4,MAP3K4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.55,0.7,0.385,medium,1370,False,0.0
Q9Y394,DHRS7,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.55,0.7,0.385,medium,1370,False,0.0
Q8NG66,NEK11,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.55,0.7,0.385,medium,1370,True,0.385
Q8TC12,RDH11,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.55,0.7,0.385,medium,1370,False,0.0
Q6P3R8,NEK5,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.55,0.7,0.385,medium,1370,False,0.0
Q8NB16,MLKL,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.44,0.8688888888888887,0.3823,medium,1389,True,0.3823
P08237,PFKM,Phosphofructokinase I,nucleotide(ATP/ADP/AMP),0.41,0.9288888888888889,0.3808,medium,1390,False,0.0
P25789,PSMA4,proteasome endopeptidase complex,metal,0.42,0.9066666666666666,0.3808,medium,1390,True,0.3808
Q5EB52,MEST,2-hydroxymuconate-semialdehyde hydrolase,substrate/ligand(other),0.38,1.0,0.38,medium,1392,True,0.38
Q96SF2,CCT8L2,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.39,0.9733333333333333,0.3796,medium,1393,True,0.3796
A6NM43,CCT8L1P,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.41,0.9222222222222223,0.3781,medium,1394,True,0.3781
Q96IJ6,GMPPA,UDP-N-acetylglucosamine pyrophosphorylase,acyl-CoA / CoA,0.54,0.7,0.378,medium,1395,False,0.0
Q9NQR4,NIT2,N-carbamoyl-D-amino-acid hydrolase,substrate/ligand(other),0.54,0.7,0.378,medium,1395,False,0.0
O14717,TRDMT1,DNA (cytosine-5-)-methyltransferase (HhaI),methyl-donor(SAM/SAH),0.54,0.7,0.378,medium,1395,False,0.0
Q9NVD3,SETD4,[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase,methyl-donor(SAM/SAH),0.54,0.7,0.378,medium,1395,False,0.0
Q9H5K3,POMK,ERBB/EGFR receptor tyrosine kinase (curated),nucleotide(ATP/ADP/AMP),0.54,0.7,0.378,medium,1395,False,0.0
Q8N752,CSNK1A1L,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.54,0.7,0.378,medium,1395,True,0.378
O75452,RDH16,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.54,0.7,0.378,medium,1395,False,0.0
Q8NB78,KDM1B,"polyamine oxidase (propane-1,3-diamine-forming)",redox-cofactor(FAD),0.54,0.7,0.378,medium,1395,False,0.0
Q13268,DHRS2,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.54,0.7,0.378,medium,1395,False,0.0
O14756,HSD17B6,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.54,0.7,0.378,medium,1395,False,0.0
P50750,CDK9,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.54,0.7,0.378,medium,1395,False,0.0
Q9BYF1,ACE2,peptidyl-dipeptidase A,substrate/ligand(other),0.54,0.7,0.378,medium,1395,False,0.0
Q8NE63,HIPK4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.54,0.7,0.378,medium,1395,True,0.378
Q96JD6,AKR1E2,indanol dehydrogenase,redox-cofactor(NADP),0.54,0.7,0.378,medium,1395,True,0.378
P21860,ERBB3,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.54,0.7,0.378,medium,1395,True,0.378
O00238,BMPR1B,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.54,0.7,0.378,medium,1395,False,0.0
Q8N2I9,STK40,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.54,0.7,0.378,medium,1395,True,0.378
P09210,GSTA2,prostaglandin-D synthase,glutathione/thiol,0.54,0.7,0.378,medium,1395,False,0.0
P15104,GLUL,glutamine synthetase (type I),nucleotide(ATP/ADP/AMP),0.54,0.7,0.378,medium,1395,False,0.0
Q9BV94,EDEM2,"mannosyl-oligosaccharide 1,2-alpha-mannosidase",substrate/ligand(other),0.54,0.7,0.378,medium,1395,True,0.378
Q8NE28,STKLD1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.47,0.8,0.376,medium,1415,True,0.376
Q6NUN0,ACSM5,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.5,0.7511111111111111,0.3756,medium,1416,True,0.3756
P0C7M7,ACSM4,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.48,0.7822222222222223,0.3755,medium,1417,True,0.3755
Q8IZJ6,TDH,UDP-glucose 4-epimerase,redox-cofactor(NAD),0.39,0.9622222222222222,0.3753,medium,1418,False,0.0
Q9H4B4,PLK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.53,0.7,0.371,medium,1419,False,0.0
Q9NRN9,METTL5,peptide chain release factor N5-glutamine methyltransferase,methyl-donor(SAM/SAH),0.53,0.7,0.371,medium,1419,False,0.0
Q6V0L0,CYP26C1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
P11712,CYP2C9,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
P37059,HSD17B2,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.53,0.7,0.371,medium,1419,False,0.0
Q8NEX9,SDR9C7,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.53,0.7,0.371,medium,1419,False,0.0
Q16671,AMHR2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.53,0.7,0.371,medium,1419,False,0.0
P48449,LSS,squalene-hopene cyclase,substrate/ligand(other),0.53,0.7,0.371,medium,1419,False,0.0
Q9NR63,CYP26B1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
Q96S53,TESK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.53,0.7,0.371,medium,1419,True,0.371
Q9NVM4,PRMT7,type I protein arginine methyltransferase,methyl-donor(SAM/SAH),0.53,0.7,0.371,medium,1419,False,0.0
P05108,CYP11A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
P10635,CYP2D6,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
P11509,CYP2A6,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
Q15738,NSDHL,UDP-glucose 4-epimerase,redox-cofactor(NAD),0.53,0.7,0.371,medium,1419,False,0.0
O43174,CYP26A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
P19099,CYP11B2,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
Q16850,CYP51A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
P15538,CYP11B1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
Q99570,PIK3R4,protein kinase C,substrate/ligand(other),0.53,0.7,0.371,medium,1419,True,0.371
P33261,CYP2C19,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
Q9NYY3,PLK2,protein kinase C,substrate/ligand(other),0.53,0.7,0.371,medium,1419,True,0.371
A0A087X1C5,CYP2D7,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.53,0.7,0.371,medium,1419,False,0.0
Q93070,ART4,NAD+---protein-arginine ADP-ribosyltransferase,substrate/ligand(other),0.53,0.7,0.371,medium,1419,True,0.371
Q8NBN7,RDH13,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.53,0.7,0.371,medium,1419,False,0.0
Q9Y2S2,CRYL1,L-3-hydroxyacyl-CoA dehydrogenase,redox-cofactor(NAD),0.53,0.7,0.371,medium,1419,False,0.0
P53667,LIMK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.53,0.7,0.371,medium,1419,False,0.0
Q9H1E1,RNASE7,ribonuclease 1,substrate/ligand(other),0.53,0.7,0.371,medium,1419,True,0.371
P15056,BRAF,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.53,0.7,0.371,medium,1419,False,0.0
P30291,WEE1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.53,0.7,0.371,medium,1419,False,0.0
Q02779,MAP3K10,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.53,0.7,0.371,medium,1419,False,0.0
P10398,ARAF,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.53,0.7,0.371,medium,1419,False,0.0
Q9NV79,PCMTD2,protein-L-isoaspartate(D-aspartate) O-methyltransferase,methyl-donor(SAM/SAH),0.53,0.7,0.371,medium,1419,False,0.0
Q8NHS2,GOT1L1,aspartate transaminase,substrate/ligand(other),0.53,0.7,0.371,medium,1419,False,0.0
P51957,NEK4,protein kinase C,substrate/ligand(other),0.53,0.7,0.371,medium,1419,True,0.371
P04049,RAF1,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.53,0.7,0.371,medium,1419,False,0.0
P15428,HPGD,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.53,0.7,0.371,medium,1419,False,0.0
P23276,KEL,neprilysin,substrate/ligand(other),0.52,0.7,0.364,medium,1456,True,0.364
Q8N165,PDIK1L,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.52,0.7,0.364,medium,1456,True,0.364
P05165,PCCA,D-alanine---D-alanine ligase,nucleotide(ATP/ADP/AMP),0.52,0.7,0.364,medium,1456,False,0.0
Q9BYP7,WNK3,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.52,0.7,0.364,medium,1456,True,0.364
Q4L235,AASDH,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.52,0.7,0.364,medium,1456,False,0.0
Q5K4L6,SLC27A3,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.52,0.7,0.364,medium,1456,False,0.0
Q9UHG3,PCYOX1,"polyamine oxidase (propane-1,3-diamine-forming)",redox-cofactor(FAD),0.52,0.7,0.364,medium,1456,False,0.0
P36894,BMPR1A,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.52,0.7,0.364,medium,1456,False,0.0
Q13523,PRP4K,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.52,0.7,0.364,medium,1456,False,0.0
Q9BZM2,PLA2G2F,phospholipase A2 (group IB),substrate/ligand(other),0.52,0.7,0.364,medium,1456,False,0.0
Q9UKG9,CROT,carnitine O-acetyltransferase,acyl-CoA / CoA,0.52,0.7,0.364,medium,1456,False,0.0
P50053,KHK,ribokinase,nucleotide(ATP/ADP/AMP),0.52,0.7,0.364,medium,1456,False,0.0
Q9NYR8,RDH8,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.52,0.7,0.364,medium,1456,False,0.0
P14555,PLA2G2A,phospholipase A2 (group IB),substrate/ligand(other),0.52,0.7,0.364,medium,1456,False,0.0
Q8N3Y7,SDR16C5,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.52,0.7,0.364,medium,1456,False,0.0
P16066,NPR1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.52,0.7,0.364,medium,1456,True,0.364
Q8N8N7,PTGR2,"enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific)",redox-cofactor(NADP),0.52,0.7,0.364,medium,1456,False,0.0
Q6P461,ACSM6,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.48,0.7533333333333334,0.3616,medium,1473,True,0.3616
Q02509,OC90,phospholipase A2 (group IB),substrate/ligand(other),0.38,0.9244444444444443,0.3513,medium,1474,True,0.3513
Q9BWU1,CDK19,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
Q9UNK4,PLA2G2D,phospholipase A2 (group IB),substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q9Y6A2,CYP46A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.5,0.7,0.35,medium,1475,False,0.0
Q9NXL9,MCM9,DNA helicase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
P46439,GSTM5,prostaglandin-D synthase,glutathione/thiol,0.5,0.7,0.35,medium,1475,False,0.0
P33908,MAN1A1,"mannosyl-oligosaccharide 1,2-alpha-mannosidase",substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q9HCC0,MCCC2,propionyl-CoA carboxylase,acyl-CoA / CoA,0.5,0.7,0.35,medium,1475,False,0.0
Q86W10,CYP4Z1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.5,0.7,0.35,medium,1475,False,0.0
P60900,PSMA6,proteasome endopeptidase complex,metal,0.5,0.7,0.35,medium,1475,True,0.35
Q9NR34,MAN1C1,"mannosyl-oligosaccharide 1,2-alpha-mannosidase",substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q96MG8,PCMTD1,protein-L-isoaspartate(D-aspartate) O-methyltransferase,methyl-donor(SAM/SAH),0.5,0.7,0.35,medium,1475,False,0.0
Q96RS0,TGS1,peptide chain release factor N5-glutamine methyltransferase,methyl-donor(SAM/SAH),0.5,0.7,0.35,medium,1475,False,0.0
Q9Y573,IPP,galactose oxidiase,metal,0.5,0.7,0.35,medium,1475,True,0.35
O95479,H6PD,glucosamine-6-phosphate deaminase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q68DD2,PLA2G4F,phospholipase A2 (group group IVA),metal,0.5,0.7,0.35,medium,1475,False,0.0
Q68CQ7,GLT8D1,lipopolysaccharide 3-alpha-galactosyltransferase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q53FZ2,ACSM3,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
P09488,GSTM1,prostaglandin-D synthase,glutathione/thiol,0.5,0.7,0.35,medium,1475,False,0.0
Q08AH1,ACSM1,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
P27037,ACVR2A,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
P49336,CDK8,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
P28161,GSTM2,prostaglandin-D synthase,glutathione/thiol,0.5,0.7,0.35,medium,1475,False,0.0
Q99640,PKMYT1,protein kinase C,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
O95336,PGLS,glucosamine-6-phosphate deaminase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q5TCY1,TTBK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
P22680,CYP7A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.5,0.7,0.35,medium,1475,False,0.0
Q9Y2P5,SLC27A5,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
Q9Y265,RUVBL1,DNA helicase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
P11511,CYP19A1,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.5,0.7,0.35,medium,1475,False,0.0
P48507,GCLM,aldehyde reductase,redox-cofactor(NADP),0.5,0.7,0.35,medium,1475,True,0.35
P30038,ALDH4A1,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),0.5,0.7,0.35,medium,1475,False,0.0
P22061,PCMT1,protein-L-isoaspartate(D-aspartate) O-methyltransferase,methyl-donor(SAM/SAH),0.5,0.7,0.35,medium,1475,False,0.0
Q08623,PUDP,beta-phosphoglucomutase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q96T60,PNKP,polynucleotide 5'-hydroxyl-kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
Q9P225,DNAH2,DNA helicase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q86Y07,VRK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,True,0.35
Q9NVI7,ATAD3A,DNA helicase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
P51648,ALDH3A2,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),0.5,0.7,0.35,medium,1475,False,0.0
O15519,CFLAR,caspase-1,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
O75594,PGLYRP1,N-acetylmuramoyl-L-alanine amidase,metal,0.5,0.7,0.35,medium,1475,True,0.35
P37023,ACVRL1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
Q9NRM7,LATS2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
Q9UKY3,CES1P1,bile salt-activated lipase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
P22760,AADAC,triacylglycerol lipase (type B carboxylestrase),substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q9Y5X9,LIPG,triacylglycerol lipase (pancreatic),metal,0.5,0.7,0.35,medium,1475,False,0.0
P28062,PSMB8,proteasome endopeptidase complex,metal,0.5,0.7,0.35,medium,1475,False,0.0
Q6IQ55,TTBK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
P06858,LPL,triacylglycerol lipase (pancreatic),metal,0.5,0.7,0.35,medium,1475,False,0.0
P56202,CTSW,papain,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q00796,SORD,"enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific)",redox-cofactor(NADP),0.5,0.7,0.35,medium,1475,False,0.0
Q9ULI2,RIMKLB,glutathione synthase (prokaryotic),nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
Q9BPX1,HSD17B14,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),0.5,0.7,0.35,medium,1475,False,0.0
Q9HB55,CYP3A43,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.5,0.7,0.35,medium,1475,False,0.0
Q6PKH6,DHRS4L2,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.5,0.7,0.35,medium,1475,False,0.0
P11150,LIPC,triacylglycerol lipase (pancreatic),metal,0.5,0.7,0.35,medium,1475,False,0.0
O75911,DHRS3,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.5,0.7,0.35,medium,1475,False,0.0
Q8TB36,GDAP1,DDT-dehydrochlorinase,glutathione/thiol,0.5,0.7,0.35,medium,1475,False,0.0
Q2NL67,PARP6,NAD+ ADP-ribosyltransferase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q7Z3E1,TIPARP,NAD+ ADP-ribosyltransferase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q6UVY6,MOXD1,peptidylglycine monooxygenase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q7Z5P4,HSD17B13,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.5,0.7,0.35,medium,1475,False,0.0
Q6UX07,DHRS13,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.5,0.7,0.35,medium,1475,False,0.0
Q9Y230,RUVBL2,DNA helicase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
P51955,NEK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
P28907,CD38,ADP-ribosyl cyclase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q96I59,NARS2,aspartate---tRNA ligase,nucleotide(pyrimidine),0.5,0.7,0.35,medium,1475,False,0.0
P51878,CASP5,caspase-1,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q6UXS9,CASP12,caspase-1,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q9Y276,BCS1L,DNA helicase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q9Y6S9,RPS6KL1,protein kinase C,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
P49662,CASP4,caspase-1,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q6VAB6,KSR2,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,True,0.35
Q9BX68,HINT2,bis(5'-adenosyl)-triphosphatase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
O43708,GSTZ1,DDT-dehydrochlorinase,glutathione/thiol,0.5,0.7,0.35,medium,1475,False,0.0
Q92874,DNASE1L2,deoxyribonuclease I,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q04771,ACVR1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,False,0.0
Q9Y3S1,WNK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.5,0.7,0.35,medium,1475,True,0.35
Q8N1L4,CYP4Z2P,6-deoxyerythronolide B hydroxylase,redox-cofactor(heme),0.5,0.7,0.35,medium,1475,True,0.35
Q92824,PCSK5,subtilisin,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q8NBP7,PCSK9,subtilisin,substrate/ligand(other),0.5,0.7,0.35,medium,1475,True,0.35
Q9H3Z7,ABHD16B,2-hydroxymuconate-semialdehyde hydrolase,substrate/ligand(other),0.5,0.7,0.35,medium,1475,False,0.0
Q8N427,NME8,nucleoside-diphosphate kinase,nucleotide(ATP/ADP/AMP),0.41,0.8466666666666666,0.3471,medium,1556,False,0.0
Q9UL12,SARDH,sarcosine oxidase,redox-cofactor(FAD),0.34,1.0,0.34,medium,1557,True,0.34
Q9Y5K3,PCYT1B,glycerol-3-phosphate cytidylyltransferase,substrate/ligand(other),0.48,0.7,0.336,medium,1558,False,0.0
Q8N5I4,DHRSX,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.48,0.7,0.336,medium,1558,False,0.0
Q9H4A3,WNK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.48,0.7,0.336,medium,1558,True,0.336
Q13705,ACVR2B,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.48,0.7,0.336,medium,1558,False,0.0
O15254,ACOX3,medium-chain acyl-CoA dehydrogenase,redox-cofactor(FAD),0.48,0.7,0.336,medium,1558,False,0.0
Q9NUZ1,ACOXL,medium-chain acyl-CoA dehydrogenase,redox-cofactor(FAD),0.48,0.7,0.336,medium,1558,False,0.0
Q99986,VRK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.48,0.7,0.336,medium,1558,False,0.0
Q6PCB7,SLC27A1,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.48,0.7,0.336,medium,1558,False,0.0
Q96J92,WNK4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.48,0.7,0.336,medium,1558,True,0.336
P20594,NPR2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.48,0.7,0.336,medium,1558,True,0.336
Q92506,HSD17B8,(3R)-hydroxyacyl-CoA dehydrogenase,redox-cofactor(NAD),0.48,0.7,0.336,medium,1558,False,0.0
Q6UWY0,ARSK,N-sulfoglucosamine sulfohydrolase,substrate/ligand(other),0.48,0.7,0.336,medium,1558,False,0.0
P25092,GUCY2C,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.48,0.7,0.336,medium,1558,True,0.336
O60674,JAK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.48,0.7,0.336,medium,1558,False,0.0
Q86TW2,ADCK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.48,0.7,0.336,medium,1558,True,0.336
Q96BW1,UPRT,uracil phosphoribosyltransferase,substrate/ligand(other),0.36,0.9177777777777777,0.3304,medium,1573,True,0.3304
P28066,PSMA5,proteasome endopeptidase complex,metal,0.33,1.0,0.33,medium,1574,True,0.33
Q8IZ69,TRMT2A,protein-L-isoaspartate(D-aspartate) O-methyltransferase,methyl-donor(SAM/SAH),0.47,0.7,0.329,medium,1575,False,0.0
P56730,PRSS12,trypsin,substrate/ligand(other),0.47,0.7,0.329,medium,1575,False,0.0
P53350,PLK1,protein kinase C,substrate/ligand(other),0.47,0.7,0.329,medium,1575,True,0.329
