target_acc,gene,home_family_name,mr_top_class,expected_cofactor,experimental_channel,channel_note,cofactor_predicted,cofactor_observed,n_cof_observed,cofactor_concordance,override_pos,metabolite_relevance
Q969Q5,RAB24,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q53S08,RAB6D,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;NADPH;THF;TPP;ascorbic_acid;folinic_acid,8,predicted_not_measurable,True,0.0
O00194,RAB27B,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q9BSW2,CRACR2A,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;folinic_acid,4,predicted_not_measurable,False,0.0
Q9H0N0,RAB6C,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
P51159,RAB27A,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q96A58,RERG,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q15382,RHEB,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;PLP;PQQ;THF;ascorbic_acid,7,predicted_not_measurable,False,0.0
Q96AH8,RAB7B,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q8TAI7,RHEBL1,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q9BZG1,RAB34,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;PQQ;THF,5,predicted_not_measurable,False,0.0
O95755,RAB36,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q7Z6P3,RAB44,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q8N4Z0,RAB42,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q8WXH6,RAB40A,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
P0C0E4,RAB40AL,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q12829,RAB40B,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q8IXI2,RHOT1,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
O14966,RAB29,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q96S21,RAB40C,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,PQQ,1,predicted_not_measurable,False,0.0
Q9NZQ0,DNAJC27,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
P57729,RAB38,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
O75628,REM1,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9UBK7,RABL2A,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
P55040,GEM,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9UNT1,RABL2B,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;PLP;biotin,4,predicted_not_measurable,False,0.0
Q7Z444,ERAS,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q13637,RAB32,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q8IXI1,RHOT2,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q96D21,RASD2,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
P62826,RAN,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;MeB12;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,predicted_not_measurable,False,0.0
O95661,DIRAS3,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q8IYK8,REM2,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
P51157,RAB28,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FAD;FMN;PQQ,3,predicted_not_measurable,False,0.0
Q9NYN1,RASL12,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
P55042,RRAD,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9BYZ6,RHOBTB2,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
O94844,RHOBTB1,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9Y272,RASD1,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q9BW83,IFT27,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;MeB12;NADH;NADP;NADPH;PLP;ascorbic_acid;folinic_acid,10,predicted_not_measurable,True,0.0
Q6T310,RASL11A,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9NX57,RAB20,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9BPW5,RASL11B,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9NYR9,NKIRAS2,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FAD;FMN;MeB12;PQQ,4,predicted_not_measurable,True,0.0
Q9NYS0,NKIRAS1,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FAD;FMN;PQQ,3,predicted_not_measurable,True,0.0
Q92737,RASL10A,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9H628,RERGL,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9NVJ2,ARL8B,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FMN;PQQ;THF;TPP;ascorbic_acid,6,predicted_not_measurable,False,0.0
Q96BM9,ARL8A,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;NADH;NADPH;THF;TPP;ascorbic_acid;folinic_acid,9,predicted_not_measurable,False,0.0
Q96S79,RASL10B,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q9UPQ3,AGAP1,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q96P47,AGAP3,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FAD;FMN;PQQ,3,predicted_not_measurable,True,0.0
Q99490,AGAP2,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q5HYI8,RABL3,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,PLP;PQQ;THF,3,predicted_not_measurable,True,0.0
Q9H0F7,ARL6,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FAD;FMN;folinic_acid,3,predicted_not_measurable,False,0.0
Q9BU20,CPLANE2,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q3YEC7,RABL6,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;MeB12;PQQ;THF;TPP;ascorbic_acid,8,predicted_not_measurable,False,0.0
Q3SXY8,ARL13B,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,PQQ,1,predicted_not_measurable,True,0.0
Q9H7X7,IFT22,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;MeB12;PQQ;TPP,6,predicted_not_measurable,True,0.0
Q9NXU5,ARL15,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FMN;MeB12;NADPH;THF,4,predicted_not_measurable,True,0.0
Q7L523,RRAGA,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FAD;FMN;NADPH;THF;TPP;ascorbic_acid;folinic_acid,7,predicted_not_measurable,False,0.0
Q5H913,ARL13A,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q5VZM2,RRAGB,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA,1,predicted_not_measurable,False,0.0
Q13017,ARHGAP5,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;PLP;PQQ;ascorbic_acid,6,predicted_not_measurable,True,0.0
O94955,RHOBTB3,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,PQQ,1,predicted_not_measurable,True,0.0
P46199,MTIF2,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FMN,1,predicted_not_measurable,True,0.0
O75616,ERAL1,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;PLP;PQQ,5,predicted_not_measurable,True,0.0
Q9Y6G9,DYNC1LI1,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;MeB12;PLP;PQQ;THF;ascorbic_acid;folinic_acid,9,predicted_not_measurable,True,0.0
Q9Y5M8,SRPRB,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FAD;FMN;MeB12;NADPH;PLP;PQQ,6,predicted_not_measurable,True,0.0
Q8N442,GUF1,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN,3,predicted_not_measurable,True,0.0
Q9NQL2,RRAGD,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,PQQ,1,predicted_not_measurable,True,0.0
Q9HB90,RRAGC,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FMN;MeB12;THF;TPP;ascorbic_acid,6,predicted_not_measurable,False,0.0
Q0P5N6,ARL16,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,PQQ,1,predicted_not_measurable,True,0.0
Q9BZE4,GTPBP4,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FAD;FMN;PLP;PQQ;THF;folinic_acid,6,predicted_not_measurable,True,0.0
Q9Y4C4,MFHAS1,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,True,0.0
Q15019,SEPTIN2,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,CoA;FAD;FMN;MeB12;PQQ;ascorbic_acid,6,predicted_not_measurable,True,0.0
Q9UHD8,SEPTIN9,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,FAD;FMN;MeB12;THF,4,predicted_not_measurable,False,0.0
P00488,F13A1,protein-glutamine gamma-glutamyltransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
P22735,TGM1,protein-glutamine gamma-glutamyltransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
O43548,TGM5,protein-glutamine gamma-glutamyltransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q96PF1,TGM7,protein-glutamine gamma-glutamyltransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
O95932,TGM6,protein-glutamine gamma-glutamyltransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q08188,TGM3,protein-glutamine gamma-glutamyltransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
P21980,TGM2,protein-glutamine gamma-glutamyltransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;PQQ;folinic_acid,4,no_prediction,False,0.0
P49221,TGM4,protein-glutamine gamma-glutamyltransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
P16452,EPB42,protein-glutamine gamma-glutamyltransferase (eukaryotic),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.0
Q9BTZ2,DHRS4,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,NAD;NADH;NADP;NADPH,CoA;FAD;FMN;NADPH;THF;TPP;ascorbic_acid;folinic_acid,8,observed_concordant,False,0.27299999999999996
Q13268,DHRS2,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.378
Q8N4T8,CBR4,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADH;NADP;NADPH,FAD;FMN;MeB12;THF;TPP;ascorbic_acid;folinic_acid,7,observed_other,False,0.39899999999999997
Q9BY49,PECR,enoyl-[acyl-carrier-protein] reductase (NADH),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.294
Q92506,HSD17B8,(3R)-hydroxyacyl-CoA dehydrogenase,redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,FAD;FMN,2,observed_other,False,0.33599999999999997
Q99714,HSD17B10,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,observed_concordant,False,0.48999999999999994
Q6UWP2,DHRS11,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADH;NADP;NADPH,,0,predicted_not_observed,False,0.413
Q16698,DECR1,(3R)-hydroxyacyl-CoA dehydrogenase,redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,CoA;FAD;FMN;NADP;NADPH;PLP;THF;TPP,8,observed_concordant,False,0.23099999999999998
Q7Z4W1,DCXR,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,CoA;FAD;FMN;MeB12;NADH;NADP;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;biotin;folinic_acid,14,observed_concordant,False,0.287
P0CG22,DHRS4L1,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,NADP,,0,predicted_not_observed,True,0.287
Q9BPX1,HSD17B14,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,,0,predicted_not_observed,False,0.35
P15428,HPGD,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADH;NADP;NADPH,,0,predicted_not_observed,False,0.371
Q6PKH6,DHRS4L2,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.35
Q9NUI1,DECR2,(3R)-hydroxyacyl-CoA dehydrogenase,redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,,0,predicted_not_observed,False,0.189
Q9BUT1,BDH2,(3R)-hydroxyacyl-CoA dehydrogenase,redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,FAD;FMN;MeB12;NADH;THF;TPP;ascorbic_acid,7,observed_concordant,False,0.26599999999999996
Q6IAN0,DHRS7B,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADH;NADP;NADPH,PLP,1,observed_other,False,0.42
Q9Y394,DHRS7,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,,0,predicted_not_observed,False,0.385
Q9HBH5,RDH14,pteridine reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,NADP,,0,predicted_not_observed,False,0.294
P35270,SPR,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,CoA;FAD;FMN;MeB12;NADP;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid,11,observed_concordant,False,0.392
Q06136,KDSR,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,,0,predicted_not_observed,False,0.294
Q96LJ7,DHRS1,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,,0,predicted_not_observed,False,0.294
Q8TC12,RDH11,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADH;NADP;NADPH,ascorbic_acid,1,observed_other,False,0.385
Q96NR8,RDH12,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.39899999999999997
Q8NBN7,RDH13,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADH;NADP;NADPH,FAD;FMN;NADP;NADPH;PQQ;ascorbic_acid,6,observed_concordant,False,0.371
Q6UX07,DHRS13,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADH;NADP;NADPH,,0,predicted_not_observed,False,0.35
Q8NBQ5,HSD17B11,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,NADP,,0,predicted_not_observed,False,0.301
Q7Z5P4,HSD17B13,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.35
Q6YN16,HSDL2,(3R)-hydroxyacyl-CoA dehydrogenase,redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,CoA;FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid,10,observed_concordant,False,0.26599999999999996
A6NNS2,DHRS7C,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,NADP,,0,predicted_not_observed,False,0.27299999999999996
Q9NYR8,RDH8,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.364
Q8N5I4,DHRSX,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.33599999999999997
Q53GQ0,HSD17B12,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,CoA;NAD;NADH;NADP;NADPH,CoA;NADPH;PQQ,3,observed_concordant,False,0.315
P37058,HSD17B3,Tetrahydroxynaphthalene reductase,redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,NADP,,0,predicted_not_observed,False,0.308
Q8N3Y7,SDR16C5,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.364
